rva	klass	shape	arg_type	subsystem	size	reason
00423540	MANUAL	-	-	ai	97	MANUAL: unrecognized leaf shape
00423670	MANUAL	-	-	ai	22	no-clean-ret (multi-exit/tail)
00423b00	MANUAL	-	-	frontend	29	no-clean-ret (multi-exit/tail)
00424270	MANUAL	-	-	frontend	27	no-clean-ret (multi-exit/tail)
00424b80	STATE	-	-	frontend	815	STATE: reads live global / derefs arg → needs booted game
00424eb0	STATE	-	-	util	1039	STATE: reads live global / derefs arg → needs booted game
004252c0	STATE	-	-	ai	1906	STATE: reads live global / derefs arg → needs booted game
00425a40	STATE	-	-	util	104	STATE: reads live global / derefs arg → needs booted game
00425b90	STATE	-	-	frontend	41	STATE: reads live global / derefs arg → needs booted game
00425bc0	STATE	-	-	boot	46	STATE: reads live global / derefs arg → needs booted game
00425bf0	MANUAL	-	-	frontend	12	MANUAL: unrecognized leaf shape
00425c00	MANUAL	-	-	frontend	156	no-clean-ret (multi-exit/tail)
00425ca0	STATE	-	-	frontend	175	STATE: reads live global / derefs arg → needs booted game
00425d50	STATE	-	-	util	236	STATE: reads live global / derefs arg → needs booted game
00425e40	STATE	-	-	render	86	STATE: reads live global / derefs arg → needs booted game
00425ea0	MANUAL	-	-	frontend	47	MANUAL: unrecognized leaf shape
00425ed0	STATE	-	-	boot	13	STATE: reads live global / derefs arg → needs booted game
00425fa0	STATE	-	-	frontend	125	STATE: reads live global / derefs arg → needs booted game
00426030	STATE	-	-	render	47	STATE: reads live global / derefs arg → needs booted game
004260e0	MANUAL	-	-	render	528	no-clean-ret (multi-exit/tail)
004262f0	MANUAL	-	-	render	73	no-clean-ret (multi-exit/tail)
00426340	STATE	-	-	track	280	STATE: reads live global / derefs arg → needs booted game
00426460	STATE	-	-	frontend	111	STATE: reads live global / derefs arg → needs booted game
004264d0	STATE	-	-	track	351	STATE: reads live global / derefs arg → needs booted game
00426640	MANUAL	-	-	render	44	no-clean-ret (multi-exit/tail)
00426700	STATE	-	-	render	125	STATE: reads live global / derefs arg → needs booted game
00426780	MANUAL	-	-	render	133	MANUAL: unrecognized leaf shape
00426810	STATE	-	-	render	672	STATE: reads live global / derefs arg → needs booted game
00426ab0	MANUAL	-	-	render	132	MANUAL: unrecognized leaf shape
00426b40	STATE	-	-	frontend	94	STATE: reads live global / derefs arg → needs booted game
00426c50	MANUAL	-	-	frontend	22	no-clean-ret (multi-exit/tail)
00426c90	MANUAL	-	-	ai	22	no-clean-ret (multi-exit/tail)
00426d20	STATE	-	-	frontend	106	STATE: reads live global / derefs arg → needs booted game
00426d90	MANUAL	-	-	frontend	34	MANUAL: unrecognized leaf shape
00426e10	STATE	-	-	render	723	STATE: reads live global / derefs arg → needs booted game
004270f0	MANUAL	-	-	render	548	no-clean-ret (multi-exit/tail)
004273e0	STATE	-	-	frontend	237	STATE: reads live global / derefs arg → needs booted game
004274e0	MANUAL	-	-	frontend	18	no-clean-ret (multi-exit/tail)
004275d0	MANUAL	-	-	boot	65	no-clean-ret (multi-exit/tail)
00427620	MANUAL	-	-	hud	94	no-clean-ret (multi-exit/tail)
00427680	STATE	-	-	hud	248	STATE: reads live global / derefs arg → needs booted game
004277a0	STATE	-	-	frontend	147	STATE: reads live global / derefs arg → needs booted game
00427880	MANUAL	-	-	frontend	67	MANUAL: unrecognized leaf shape
004278d0	MANUAL	-	-	render	181	no-clean-ret (multi-exit/tail)
00427990	MANUAL	-	-	render	306	no-clean-ret (multi-exit/tail)
00427be0	MANUAL	-	-	render	171	no-clean-ret (multi-exit/tail)
00427ca0	MANUAL	-	-	hud	344	no-clean-ret (multi-exit/tail)
00427e00	MANUAL	-	-	frontend	246	no-clean-ret (multi-exit/tail)
00427f00	MANUAL	-	-	hud	233	no-clean-ret (multi-exit/tail)
00427ff0	MANUAL	-	-	hud	334	no-clean-ret (multi-exit/tail)
00428140	MANUAL	-	-	frontend	340	no-clean-ret (multi-exit/tail)
004283a0	STATE	-	-	boot	92	STATE: reads live global / derefs arg → needs booted game
00428400	STATE	-	-	boot	70	STATE: reads live global / derefs arg → needs booted game
00428590	STATE	-	-	boot	128	STATE: reads live global / derefs arg → needs booted game
00428760	MANUAL	-	-	hud	41	MANUAL: unrecognized leaf shape
004288a0	STATE	-	-	frontend	386	STATE: reads live global / derefs arg → needs booted game
00428a30	MANUAL	-	-	frontend	434	no-clean-ret (multi-exit/tail)
00428bf0	MANUAL	-	-	frontend	313	no-clean-ret (multi-exit/tail)
00428d30	STATE	-	-	frontend	1292	STATE: reads live global / derefs arg → needs booted game
00429240	MANUAL	-	-	frontend	18	no-clean-ret (multi-exit/tail)
00429290	MANUAL	-	-	frontend	40	no-clean-ret (multi-exit/tail)
004292d0	STATE	-	-	util	39	STATE: reads live global / derefs arg → needs booted game
00429310	STATE	-	-	util	644	STATE: reads live global / derefs arg → needs booted game
00429620	MANUAL	-	-	hud	58	MANUAL: unrecognized leaf shape
00429660	STATE	-	-	hud	435	STATE: reads live global / derefs arg → needs booted game
004298e0	STATE	-	-	hud	226	STATE: reads live global / derefs arg → needs booted game
00429bd0	MANUAL	-	-	util	490	no-clean-ret (multi-exit/tail)
00429e10	MANUAL	-	-	render	571	no-clean-ret (multi-exit/tail)
0042a470	MANUAL	-	-	render	17	no-clean-ret (multi-exit/tail)
0042a530	MANUAL	-	-	render	160	MANUAL: unrecognized leaf shape
0042a5d0	MANUAL	-	-	render	100	no-clean-ret (multi-exit/tail)
0042a640	MANUAL	-	-	frontend	100	no-clean-ret (multi-exit/tail)
0042a6b0	MANUAL	-	-	vehicle	105	no-clean-ret (multi-exit/tail)
0042a740	STATE	-	-	render	174	STATE: reads live global / derefs arg → needs booted game
0042a7f0	MANUAL	-	-	render	100	no-clean-ret (multi-exit/tail)
0042a860	MANUAL	-	-	render	100	no-clean-ret (multi-exit/tail)
0042a8d0	STATE	-	-	render	76	STATE: reads live global / derefs arg → needs booted game
0042ad10	STATE	-	-	frontend	118	STATE: reads live global / derefs arg → needs booted game
0042bcb0	MANUAL	-	-	frontend	303	no-clean-ret (multi-exit/tail)
0042c010	MANUAL	-	-	render	121	MANUAL: unrecognized leaf shape
0042c090	MANUAL	-	-	render	187	MANUAL: unrecognized leaf shape
0042c220	STATE	-	-	util	87	STATE: reads live global / derefs arg → needs booted game
0042c2a0	STATE	-	-	boot	35	STATE: reads live global / derefs arg → needs booted game
0042c300	STATE	-	-	util	177	STATE: reads live global / derefs arg → needs booted game
0042c3c0	MANUAL	-	-	util	215	no-clean-ret (multi-exit/tail)
0042c510	STATE	-	-	vehicle	687	STATE: reads live global / derefs arg → needs booted game
0042c7c0	STATE	-	-	util	409	STATE: reads live global / derefs arg → needs booted game
0042c960	MANUAL	-	-	render	200	no-clean-ret (multi-exit/tail)
0042d420	STATE	-	-	render	123	STATE: reads live global / derefs arg → needs booted game
0042d4a0	STATE	-	-	render	190	STATE: reads live global / derefs arg → needs booted game
0042d560	STATE	-	-	render	57	STATE: reads live global / derefs arg → needs booted game
0042e8b0	STATE	-	-	frontend	801	STATE: reads live global / derefs arg → needs booted game
0042f020	MANUAL	-	-	frontend	15	no-clean-ret (multi-exit/tail)
0042f400	MANUAL	-	-	frontend	244	no-clean-ret (multi-exit/tail)
0042f530	STATE	-	-	render	299	STATE: reads live global / derefs arg → needs booted game
0042f660	MANUAL	-	-	render	51	no-clean-ret (multi-exit/tail)
0042f8d0	STATE	-	-	frontend	297	STATE: reads live global / derefs arg → needs booted game
0042fab0	MANUAL	-	-	frontend	20	no-clean-ret (multi-exit/tail)
00430120	STATE	-	-	frontend	300	STATE: reads live global / derefs arg → needs booted game
00430670	STATE	-	-	frontend	229	STATE: reads live global / derefs arg → needs booted game
00430b30	STATE	-	-	frontend	46	STATE: reads live global / derefs arg → needs booted game
00431240	STATE	-	-	frontend	622	STATE: reads live global / derefs arg → needs booted game
004314b0	STATE	-	-	frontend	602	STATE: reads live global / derefs arg → needs booted game
00431710	STATE	-	-	frontend	975	STATE: reads live global / derefs arg → needs booted game
00431b80	STATE	-	-	frontend	370	STATE: reads live global / derefs arg → needs booted game
00431d00	STATE	-	-	frontend	98	STATE: reads live global / derefs arg → needs booted game
004322c0	STATE	-	-	frontend	244	STATE: reads live global / derefs arg → needs booted game
00432450	MANUAL	-	-	frontend	72	no-clean-ret (multi-exit/tail)
004324a0	MANUAL	-	-	frontend	112	no-clean-ret (multi-exit/tail)
00432800	MANUAL	-	-	frontend	65	no-clean-ret (multi-exit/tail)
004332a0	MANUAL	-	-	frontend	848	no-clean-ret (multi-exit/tail)
004335f0	STATE	-	-	frontend	2379	STATE: reads live global / derefs arg → needs booted game
00433f40	MANUAL	-	-	render	654	no-clean-ret (multi-exit/tail)
00434720	MANUAL	-	-	frontend	193	no-clean-ret (multi-exit/tail)
004368e0	MANUAL	-	-	frontend	450	no-clean-ret (multi-exit/tail)
004391b0	STATE	-	-	frontend	88	STATE: reads live global / derefs arg → needs booted game
0043a610	STATE	-	-	frontend	1056	STATE: reads live global / derefs arg → needs booted game
0043aa30	STATE	-	-	frontend	1196	STATE: reads live global / derefs arg → needs booted game
0043af10	MANUAL	-	-	frontend	782	no-clean-ret (multi-exit/tail)
0043bf30	MANUAL	-	-	frontend	196	no-clean-ret (multi-exit/tail)
0043d2a0	STATE	-	-	frontend	1303	STATE: reads live global / derefs arg → needs booted game
0043d7c0	MANUAL	-	-	util	577	no-clean-ret (multi-exit/tail)
0043df00	STATE	-	-	frontend	204	STATE: reads live global / derefs arg → needs booted game
0043dfd0	MANUAL	-	-	frontend	2325	no-clean-ret (multi-exit/tail)
00441490	STATE	-	-	camera	26	STATE: reads live global / derefs arg → needs booted game
004414b0	STATE	-	-	camera	581	STATE: reads live global / derefs arg → needs booted game
00441700	STATE	-	-	util	83	STATE: reads live global / derefs arg → needs booted game
00441760	STATE	-	-	util	117	STATE: reads live global / derefs arg → needs booted game
004417e0	STATE	-	-	util	62	STATE: reads live global / derefs arg → needs booted game
00441820	STATE	-	-	util	357	STATE: reads live global / derefs arg → needs booted game
00441990	STATE	-	-	util	407	STATE: reads live global / derefs arg → needs booted game
00441b30	STATE	-	-	camera	329	STATE: reads live global / derefs arg → needs booted game
00441c80	STATE	-	-	util	179	STATE: reads live global / derefs arg → needs booted game
00441d40	STATE	-	-	util	1740	STATE: reads live global / derefs arg → needs booted game
00442440	STATE	-	-	util	391	STATE: reads live global / derefs arg → needs booted game
00442600	MANUAL	-	-	util	54	no-clean-ret (multi-exit/tail)
004427c0	STATE	-	-	util	598	STATE: reads live global / derefs arg → needs booted game
00442a20	STATE	-	-	util	51	STATE: reads live global / derefs arg → needs booted game
00442a60	STATE	-	-	util	531	STATE: reads live global / derefs arg → needs booted game
00442ce0	STATE	-	-	vehicle	249	STATE: reads live global / derefs arg → needs booted game
00442e00	STATE	-	-	util	627	STATE: reads live global / derefs arg → needs booted game
004430c0	MANUAL	-	-	frontend	23	no-clean-ret (multi-exit/tail)
004430e0	MANUAL	-	-	render	289	no-clean-ret (multi-exit/tail)
00443210	MANUAL	-	-	render	233	MANUAL: unrecognized leaf shape
00443440	STATE	-	-	ai	2254	STATE: reads live global / derefs arg → needs booted game
00443d10	STATE	-	-	ai	167	STATE: reads live global / derefs arg → needs booted game
00443dc0	STATE	-	-	ai	3484	STATE: reads live global / derefs arg → needs booted game
00444b60	STATE	-	-	ai	1163	STATE: reads live global / derefs arg → needs booted game
00444ff0	MANUAL	-	-	ai	51	no-clean-ret (multi-exit/tail)
00445aa0	STATE	-	-	util	2579	STATE: reads live global / derefs arg → needs booted game
00446520	STATE	-	-	util	7412	STATE: reads live global / derefs arg → needs booted game
00448220	MANUAL	-	-	frontend	1235	no-clean-ret (multi-exit/tail)
00448700	STATE	-	-	vehicle	43	STATE: reads live global / derefs arg → needs booted game
00448730	MANUAL	-	-	render	51	no-clean-ret (multi-exit/tail)
00448770	STATE	-	-	render	165	STATE: reads live global / derefs arg → needs booted game
00448820	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
00448880	STATE	-	-	render	184	STATE: reads live global / derefs arg → needs booted game
00448cb0	STATE	-	-	render	261	STATE: reads live global / derefs arg → needs booted game
00448dc0	STATE	-	-	render	95	STATE: reads live global / derefs arg → needs booted game
00448e20	STATE	-	-	render	207	STATE: reads live global / derefs arg → needs booted game
00448ef0	STATE	-	-	render	97	STATE: reads live global / derefs arg → needs booted game
004491e0	STATE	-	-	render	205	STATE: reads live global / derefs arg → needs booted game
004492b0	STATE	-	-	render	379	STATE: reads live global / derefs arg → needs booted game
00449b30	MANUAL	-	-	particle	99	no-clean-ret (multi-exit/tail)
00449ba0	MANUAL	-	-	render	5	no-clean-ret (multi-exit/tail)
00449bb0	STATE	-	-	particle	43	STATE: reads live global / derefs arg → needs booted game
0044aaa0	MANUAL	-	-	render	123	MANUAL: unrecognized leaf shape
0044ab20	STATE	-	-	render	144	STATE: reads live global / derefs arg → needs booted game
0044b000	STATE	-	-	render	27	STATE: reads live global / derefs arg → needs booted game
0044bbc0	STATE	-	-	render	106	STATE: reads live global / derefs arg → needs booted game
0044bc30	STATE	-	-	render	279	STATE: reads live global / derefs arg → needs booted game
0044bd50	MANUAL	-	-	render	266	no-clean-ret (multi-exit/tail)
0044be70	MANUAL	-	-	render	282	no-clean-ret (multi-exit/tail)
0044bfa0	STATE	-	-	render	934	STATE: reads live global / derefs arg → needs booted game
0044c490	STATE	-	-	render	94	STATE: reads live global / derefs arg → needs booted game
0044c4f0	STATE	-	-	render	250	STATE: reads live global / derefs arg → needs booted game
0044c5f0	STATE	-	-	render	328	STATE: reads live global / derefs arg → needs booted game
0044c740	STATE	-	-	render	259	STATE: reads live global / derefs arg → needs booted game
0044c8b0	MANUAL	-	-	render	99	MANUAL: unrecognized leaf shape
0044c920	STATE	-	-	render	121	STATE: reads live global / derefs arg → needs booted game
0044caa0	STATE	-	-	render	93	STATE: reads live global / derefs arg → needs booted game
0044cb00	STATE	-	-	render	95	STATE: reads live global / derefs arg → needs booted game
0044d5e0	STATE	-	-	powerups	241	STATE: reads live global / derefs arg → needs booted game
0044df80	STATE	-	-	render	81	STATE: reads live global / derefs arg → needs booted game
0044e0a0	STATE	-	-	util	239	STATE: reads live global / derefs arg → needs booted game
0044e190	STATE	-	-	gameplay	170	STATE: reads live global / derefs arg → needs booted game
0044e240	STATE	-	-	gameplay	142	STATE: reads live global / derefs arg → needs booted game
0044e2d0	MANUAL	-	-	gameplay	60	MANUAL: unrecognized leaf shape
0044e310	STATE	-	-	gameplay	54	STATE: reads live global / derefs arg → needs booted game
0044e680	STATE	-	-	gameplay	1213	STATE: reads live global / derefs arg → needs booted game
0044ecc0	STATE	-	-	gameplay	105	STATE: reads live global / derefs arg → needs booted game
0044f830	MANUAL	-	-	gameplay	305	no-clean-ret (multi-exit/tail)
00450300	STATE	-	-	gameplay	346	STATE: reads live global / derefs arg → needs booted game
00451060	STATE	-	-	gameplay	38	STATE: reads live global / derefs arg → needs booted game
004516d0	STATE	-	-	render	87	STATE: reads live global / derefs arg → needs booted game
00451730	STATE	-	-	gameplay	36	STATE: reads live global / derefs arg → needs booted game
00451820	STATE	-	-	gameplay	201	STATE: reads live global / derefs arg → needs booted game
00451990	STATE	-	-	gameplay	191	STATE: reads live global / derefs arg → needs booted game
00451ad0	STATE	-	-	gameplay	494	STATE: reads live global / derefs arg → needs booted game
00451cc0	STATE	-	-	gameplay	30	STATE: reads live global / derefs arg → needs booted game
00451ce0	STATE	-	-	gameplay	151	STATE: reads live global / derefs arg → needs booted game
00452140	MANUAL	-	-	gameplay	24	MANUAL: unrecognized leaf shape
004522d0	MANUAL	-	-	audio	12	no-clean-ret (multi-exit/tail)
004523f0	STATE	-	-	gameplay	74	STATE: reads live global / derefs arg → needs booted game
00452ec0	MANUAL	-	-	gameplay	51	MANUAL: unrecognized leaf shape
00452f00	MANUAL	-	-	gameplay	46	MANUAL: unrecognized leaf shape
00452f30	STATE	-	-	gameplay	53	STATE: reads live global / derefs arg → needs booted game
00453100	STATE	-	-	gameplay	258	STATE: reads live global / derefs arg → needs booted game
00453210	MANUAL	-	-	gameplay	120	MANUAL: unrecognized leaf shape
004532f0	STATE	-	-	gameplay	82	STATE: reads live global / derefs arg → needs booted game
00453730	STATE	-	-	gameplay	377	STATE: reads live global / derefs arg → needs booted game
